epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,33.1723,1.19604,1.34423,1.36613,0,0,0,0,0,48.4375,0,0.000451112,0.000451112,0.000451112
36,33.7483,1.02681,1.49248,1.27877,0,0,0,0,0,48.4375,0,0.00045745,0.00045745,0.00045745
37,34.3543,1.04869,1.22037,1.23519,0,0,0,0,0,48.3125,0,0.000463392,0.000463392,0.000463392
38,34.9353,0.97494,1.08809,1.22011,0,0,0,0,0,48.3125,0,0.000468938,0.000468938,0.000468938
39,35.5603,1.29066,1.21797,1.38583,0,0,0,0,0,47.8438,0,0.000474088,0.000474088,0.000474088
40,36.1483,1.11688,1.34701,1.22257,0,0,0,0,0,47.8438,0,0.000478842,0.000478842,0.000478842
41,36.7713,1.05891,1.16072,1.21047,0,0,0,0,0,46.875,0,0.0004832,0.0004832,0.0004832
42,37.3533,1.02556,1.20928,1.16573,0,0,0,0,0,46.875,0,0.000487162,0.000487162,0.000487162
43,38.0199,1.13043,1.28082,1.35782,0,0,0,0,0,46.5,0,0.000490728,0.000490728,0.000490728
44,38.6304,1.20082,1.58064,1.34029,0,0,0,0,0,46.5,0,0.000493898,0.000493898,0.000493898
45,39.2384,1.16654,1.49549,1.24276,0,0,0,0,0,46.7188,0,0.000496672,0.000496672,0.000496672
46,39.8224,1.3778,1.60526,1.50234,0,0,0,0,0,46.7188,0,0.00049905,0.00049905,0.00049905
47,40.4644,1.03589,1.16842,1.23619,0,0,0,0,0,48.3438,0,0.000501032,0.000501032,0.000501032
48,41.0584,1.00947,1.15677,1.15472,0,0,0,0,0,48.3438,0,0.000502618,0.000502618,0.000502618
49,41.6554,1.05308,1.36392,1.23235,0,0,0,0,0,51.2812,0,0.000503808,0.000503808,0.000503808
50,42.2434,1.0654,1.49417,1.26959,0,0,0,0,0,51.2812,0,0.000504602,0.000504602,0.000504602
51,42.8324,1.02319,1.29937,1.21593,0,0,0,0,0,54.5312,0,0.000505,0.000505,0.000505
52,43.4164,1.07836,1.28916,1.30447,0,0,0,0,0,54.5312,0,0.000505002,0.000505002,0.000505002
53,43.9824,0.99713,1.15216,1.15679,0,0,0,0,0,54.5312,0,0.000504608,0.000504608,0.000504608
54,44.5814,1.173,1.33243,1.33212,0,0,0,0,0,54,0,0.000503818,0.000503818,0.000503818
55,45.1834,1.01291,1.29887,1.10909,0,0,0,0,0,54,0,0.000502632,0.000502632,0.000502632
56,45.7504,1.22937,1.49551,1.27728,0,0,0,0,0,54,0,0.00050105,0.00050105,0.00050105
57,46.3474,0.86499,1.19822,1.08231,0,0,0,0,0,51.5,0,0.000499072,0.000499072,0.000499072
58,46.9314,1.05312,1.31992,1.33198,0,0,0,0,0,51.5,0,0.000496698,0.000496698,0.000496698
59,47.5444,1.15978,1.31624,1.34429,0,0,0,0,0,51.5,0,0.000493928,0.000493928,0.000493928
60,48.1464,0.99026,1.0469,1.16857,0,0,0,0,0,50.4688,0,0.000490762,0.000490762,0.000490762
61,48.7819,1.09809,1.12098,1.12688,0,0,0,0,0,50.4688,0,0.0004872,0.0004872,0.0004872
